timestamps,open,high,low,close,volume,amount
2023-09-12 16:00:00+00:00,1603.84,1610.97,1601.63,1610.13,6527.4579,10482315.925183
2023-09-12 16:30:00+00:00,1610.13,1622.0,1596.34,1598.94,19299.1059,31080030.772899
2023-09-12 17:00:00+00:00,1598.94,1602.63,1584.57,1593.35,12690.4428,20212138.682824
2023-09-12 17:30:00+00:00,1593.36,1595.87,1586.12,1586.13,4760.2647,7571922.17834
2023-09-12 18:00:00+00:00,1586.12,1593.37,1584.94,1591.93,3779.0683,6004095.269438
2023-09-12 18:30:00+00:00,1591.93,1593.39,1590.57,1593.22,1649.8678,2626907.243876
2023-09-12 19:00:00+00:00,1593.22,1609.21,1593.21,1599.42,11113.6943,17803901.816594
2023-09-12 19:30:00+00:00,1599.42,1600.98,1598.1,1598.51,1944.6317,3110296.282899
2023-09-12 20:00:00+00:00,1598.51,1600.74,1597.43,1599.6,1335.9371,2136476.324338
2023-09-12 20:30:00+00:00,1599.6,1601.25,1598.76,1598.76,1332.3715,2132016.458672
2023-09-12 21:00:00+00:00,1598.76,1604.31,1597.61,1602.54,2248.5207,3601554.666097
2023-09-12 21:30:00+00:00,1602.54,1602.55,1599.84,1601.29,1093.5034,1750874.202232
2023-09-12 22:00:00+00:00,1601.3,1601.3,1595.86,1596.49,3558.109,5686920.223618
2023-09-12 22:30:00+00:00,1596.5,1598.4,1596.49,1597.08,1215.0998,1941132.487456
2023-09-12 23:00:00+00:00,1597.07,1597.08,1590.02,1595.17,4915.2407,7832443.55712
2023-09-12 23:30:00+00:00,1595.18,1596.8,1591.88,1592.97,2447.3976,3901268.159763
2023-09-13 00:00:00+00:00,1592.97,1596.68,1589.17,1596.11,3374.6852,5375465.670434
2023-09-13 00:30:00+00:00,1596.11,1601.29,1595.71,1597.16,3918.7999,6263296.619229
2023-09-13 01:00:00+00:00,1597.15,1600.75,1595.73,1599.04,2950.7471,4717625.855549
2023-09-13 01:30:00+00:00,1599.05,1600.06,1596.82,1599.02,2843.5706,4545269.773125
2023-09-13 02:00:00+00:00,1599.02,1599.57,1596.5,1597.83,2473.0086,3951977.361099
2023-09-13 02:30:00+00:00,1597.83,1597.84,1594.16,1594.33,2278.3611,3636610.763519
2023-09-13 03:00:00+00:00,1594.32,1595.93,1590.57,1590.57,2596.7429,4136822.152249
2023-09-13 03:30:00+00:00,1590.57,1592.35,1586.81,1589.77,2884.054,4583991.776225
2023-09-13 04:00:00+00:00,1589.77,1592.0,1588.05,1591.02,2910.6145,4627440.077028
2023-09-13 04:30:00+00:00,1591.01,1592.02,1590.13,1590.91,1864.0685,2966180.550807
2023-09-13 05:00:00+00:00,1590.9,1590.99,1582.13,1584.47,6131.3356,9725861.606192
2023-09-13 05:30:00+00:00,1584.48,1585.53,1581.88,1584.52,2402.4929,3804482.094415
2023-09-13 06:00:00+00:00,1584.53,1585.16,1581.99,1585.04,1990.3155,3151856.74459
2023-09-13 06:30:00+00:00,1585.03,1589.17,1584.45,1587.75,3624.0799,5748739.867106
2023-09-13 07:00:00+00:00,1587.76,1589.88,1587.75,1588.44,2409.1606,3828201.6038
2023-09-13 07:30:00+00:00,1588.45,1603.6,1583.05,1584.51,24468.5845,38987069.406585
2023-09-13 08:00:00+00:00,1584.51,1594.07,1583.25,1593.17,3803.4571,6046132.448709
2023-09-13 08:30:00+00:00,1593.17,1594.39,1591.8,1592.65,2440.5452,3888282.290825
2023-09-13 09:00:00+00:00,1592.65,1597.79,1591.01,1596.27,4969.4497,7923454.18879
2023-09-13 09:30:00+00:00,1596.26,1602.44,1595.28,1600.56,7371.6594,11786657.132134
2023-09-13 10:00:00+00:00,1600.57,1604.16,1595.61,1595.61,10280.9508,16440606.918801
2023-09-13 10:30:00+00:00,1595.61,1600.01,1595.61,1599.99,7677.8695,12275386.846461
2023-09-13 11:00:00+00:00,1600.0,1602.79,1597.31,1601.92,2870.1684,4592122.319915
2023-09-13 11:30:00+00:00,1601.91,1607.05,1601.86,1604.59,3791.9469,6083459.396024
2023-09-13 12:00:00+00:00,1604.58,1605.35,1601.34,1601.79,3287.3911,5270955.555425
2023-09-13 12:30:00+00:00,1601.8,1603.36,1592.2,1601.1,12061.5931,19274072.635092
2023-09-13 13:00:00+00:00,1601.1,1602.19,1595.09,1595.26,3353.9139,5360013.824119
2023-09-13 13:30:00+00:00,1595.27,1600.0,1592.34,1595.33,5689.9299,9083431.157861
2023-09-13 14:00:00+00:00,1595.32,1601.54,1592.4,1600.3,3127.4341,4995163.038986
2023-09-13 14:30:00+00:00,1600.3,1611.52,1600.3,1603.85,11025.9947,17721364.73109
2023-09-13 15:00:00+00:00,1603.85,1619.3,1602.27,1610.2,9113.9738,14690069.011021
2023-09-13 15:30:00+00:00,1610.21,1616.39,1607.13,1608.17,7632.0932,12297762.062513
2023-09-13 16:00:00+00:00,1608.17,1615.76,1606.06,1614.36,6558.9928,10567886.270354
2023-09-13 16:30:00+00:00,1614.37,1615.72,1609.16,1609.44,4149.2455,6688447.44308
2023-09-13 17:00:00+00:00,1609.44,1611.05,1600.65,1603.14,8199.6667,13166191.935103
2023-09-13 17:30:00+00:00,1603.15,1607.46,1596.61,1597.62,11160.4567,17871502.567928
2023-09-13 18:00:00+00:00,1597.62,1602.44,1597.62,1600.77,3114.3119,4985047.139974
2023-09-13 18:30:00+00:00,1600.77,1602.53,1597.06,1599.57,3112.6129,4979720.76148
2023-09-13 19:00:00+00:00,1599.58,1601.66,1595.43,1601.55,3238.3889,5177478.779098
2023-09-13 19:30:00+00:00,1601.56,1602.98,1599.28,1599.31,2745.3669,4396669.654643
2023-09-13 20:00:00+00:00,1599.31,1602.9,1599.31,1601.41,1375.5865,2202582.881247
2023-09-13 20:30:00+00:00,1601.42,1605.69,1601.31,1603.73,2402.0794,3852193.460441
2023-09-13 21:00:00+00:00,1603.73,1605.58,1603.01,1605.34,1568.39,2516210.709415
2023-09-13 21:30:00+00:00,1605.34,1607.13,1604.41,1604.92,2051.778,3294348.191282
2023-09-13 22:00:00+00:00,1604.91,1609.21,1604.91,1608.81,1915.1162,3077418.252696
2023-09-13 22:30:00+00:00,1608.81,1609.07,1606.38,1606.84,1798.6714,2890949.975282
2023-09-13 23:00:00+00:00,1606.84,1609.85,1606.26,1606.67,1518.6217,2441975.850098
2023-09-13 23:30:00+00:00,1606.66,1607.74,1606.32,1607.62,881.0112,1415742.322062
2023-09-14 00:00:00+00:00,1607.61,1609.61,1607.05,1608.91,1698.3204,2731185.108057
2023-09-14 00:30:00+00:00,1608.9,1636.15,1608.66,1635.42,29554.3611,48027336.36566
2023-09-14 01:00:00+00:00,1635.43,1638.0,1618.72,1622.71,24514.9046,39936432.672669
2023-09-14 01:30:00+00:00,1622.72,1627.04,1619.66,1620.2,5317.3437,8630726.663685
2023-09-14 02:00:00+00:00,1620.2,1622.76,1617.65,1618.44,2739.6383,4439174.89072
2023-09-14 02:30:00+00:00,1618.43,1623.13,1618.41,1623.13,4169.6617,6759251.243176
2023-09-14 03:00:00+00:00,1623.13,1623.98,1618.84,1618.84,4231.7788,6861884.981769
2023-09-14 03:30:00+00:00,1618.85,1620.23,1618.37,1620.0,4183.7578,6775114.473573
2023-09-14 04:00:00+00:00,1620.0,1621.53,1617.29,1617.93,4027.0444,6522689.862736
2023-09-14 04:30:00+00:00,1617.92,1618.59,1613.67,1615.77,5289.1666,8547935.253576
2023-09-14 05:00:00+00:00,1615.76,1618.03,1613.06,1613.5,2093.5646,3382385.639808
2023-09-14 05:30:00+00:00,1613.51,1614.85,1612.39,1614.39,1911.8472,3085298.820476
2023-09-14 06:00:00+00:00,1614.39,1617.85,1613.32,1617.56,2471.9577,3993925.957358
2023-09-14 06:30:00+00:00,1617.56,1619.94,1616.45,1619.62,1769.2995,2862689.977094
2023-09-14 07:00:00+00:00,1619.62,1619.96,1616.42,1616.63,1869.4217,3025581.4902
2023-09-14 07:30:00+00:00,1616.63,1625.74,1616.49,1621.35,5984.9036,9704173.922627
2023-09-14 08:00:00+00:00,1621.35,1622.03,1619.02,1620.07,2495.1288,4043344.246189
2023-09-14 08:30:00+00:00,1620.07,1622.45,1617.32,1619.77,3557.4807,5762567.013439
2023-09-14 09:00:00+00:00,1619.78,1620.92,1618.21,1618.47,2263.0973,3665619.251569
2023-09-14 09:30:00+00:00,1618.47,1619.94,1618.07,1619.35,2852.9828,4618531.16199
2023-09-14 10:00:00+00:00,1619.36,1622.79,1618.63,1622.41,3638.5543,5895947.796128
2023-09-14 10:30:00+00:00,1622.41,1622.92,1618.11,1622.25,2368.5454,3836403.249278
2023-09-14 11:00:00+00:00,1622.25,1625.2,1621.76,1625.03,3231.5502,5247302.613353
2023-09-14 11:30:00+00:00,1625.04,1627.01,1622.61,1624.79,5241.6563,8515493.929972
2023-09-14 12:00:00+00:00,1624.78,1629.49,1618.27,1620.95,9690.9825,15746585.498886
2023-09-14 12:30:00+00:00,1620.95,1624.59,1617.07,1624.0,6561.5535,10634949.346668
2023-09-14 13:00:00+00:00,1623.99,1635.0,1623.56,1628.41,13799.0384,22468219.495565
2023-09-14 13:30:00+00:00,1628.41,1632.43,1621.2,1625.18,12504.8955,20348697.738327
2023-09-14 14:00:00+00:00,1625.19,1630.95,1622.41,1629.88,6382.2796,10381179.809998
2023-09-14 14:30:00+00:00,1629.88,1637.56,1625.49,1636.26,11365.5885,18544861.531555
2023-09-14 15:00:00+00:00,1636.25,1644.13,1629.08,1629.72,14362.8078,23501260.181323
2023-09-14 15:30:00+00:00,1629.71,1635.87,1629.51,1634.62,6847.4522,11180502.785565
2023-09-14 16:00:00+00:00,1634.62,1635.6,1629.07,1632.71,5290.3371,8637653.124292
2023-09-14 16:30:00+00:00,1632.72,1635.17,1626.71,1634.81,8461.6703,13799812.218703
